County,PartyName,Proportion
OGLE,PARTY FOR SOCIALISM AND LIBERATION,0.0004395520391392424
OGLE,REPUBLICAN,0.6071169208424111
OGLE,WILLIE WILSON PARTY,0.0070137216680044336
PEORIA,AMERICAN SOLIDARITY PARTY,0.0012887828162291169
PEORIA,DEMOCRATIC,0.5159248210023867
PEORIA,GREEN,0.00789379474940334
PEORIA,LIBERTARIAN,0.01923031026252983
PEORIA,PARTY FOR SOCIALISM AND LIBERATION,0.000626491646778043
PEORIA,REPUBLICAN,0.45105608591885443
PEORIA,WILLIE WILSON PARTY,0.003979713603818616
PERRY,AMERICAN SOLIDARITY PARTY,0.00015034579532925728
PERRY,DEMOCRATIC,0.2946777588453443
PERRY,GREEN,0.005913601282950787
PERRY,LIBERTARIAN,0.00781798135712138
PERRY,PARTY FOR SOCIALISM AND LIBERATION,0.00020046106043900973
PERRY,REPUBLICAN,0.6880825899569009
PERRY,WILLIE WILSON PARTY,0.003157261701914403
PIATT,AMERICAN SOLIDARITY PARTY,0.0014300306435137897
PIATT,DEMOCRATIC,0.3440245148110317
PIATT,GREEN,0.005311542390194076
PIATT,LIBERTARIAN,0.016598569969356484
PIATT,PARTY FOR SOCIALISM AND LIBERATION,0.0007150153217568948
PIATT,REPUBLICAN,0.6257405515832483
PIATT,WILLIE WILSON PARTY,0.006179775280898876
PIKE,AMERICAN SOLIDARITY PARTY,0.0002537427048972342
PIKE,DEMOCRATIC,0.2106698807409287
PIKE,GREEN,0.0034255265161126616
PIKE,LIBERTARIAN,0.013448363359553413
PIKE,PARTY FOR SOCIALISM AND LIBERATION,0.0002537427048972342
PIKE,REPUBLICAN,0.7686500888099467
PIKE,WILLIE WILSON PARTY,0.0032986551636640447
POPE,DEMOCRATIC,0.22147339065768068
POPE,GREEN,0.0025563560306762724
POPE,LIBERTARIAN,0.006971880083662561
POPE,REPUBLICAN,0.7657448291889379
POPE,WILLIE WILSON PARTY,0.0032535440390425285
PULASKI,AMERICAN SOLIDARITY PARTY,0.0007692307692307692
PULASKI,DEMOCRATIC,0.37634615384615383
PULASKI,GREEN,0.0038461538461538464
PULASKI,LIBERTARIAN,0.005961538461538462
PULASKI,REPUBLICAN,0.6086538461538461
PULASKI,WILLIE WILSON PARTY,0.004423076923076923
PUTNAM,AMERICAN SOLIDARITY PARTY,0.0010468072379243307
PUTNAM,DEMOCRATIC,0.4182742634963362
PUTNAM,GREEN,0.006729475100942127
PUTNAM,LIBERTARIAN,0.01091670405263945
PUTNAM,PARTY FOR SOCIALISM AND LIBERATION,0.0002990877822640945
PUTNAM,REPUBLICAN,0.5531628532974427
PUTNAM,WILLIE WILSON PARTY,0.009570809032451024
RANDOLPH,AMERICAN SOLIDARITY PARTY,0.0005750625803396252
RANDOLPH,DEMOCRATIC,0.27863473377985254
RANDOLPH,GREEN,0.005006427170015561
RANDOLPH,LIBERTARIAN,0.008828901968743657
RANDOLPH,PARTY FOR SOCIALISM AND LIBERATION,0.00016913605304106624
RANDOLPH,REPUBLICAN,0.7041810432311751
RANDOLPH,WILLIE WILSON PARTY,0.00260469521683242
RICHLAND,AMERICAN SOLIDARITY PARTY,0.000500751126690035
RICHLAND,DEMOCRATIC,0.23547821732598898
RICHLAND,GREEN,0.003818227341011517
RICHLAND,LIBERTARIAN,0.013520280420630946
RICHLAND,PARTY FOR SOCIALISM AND LIBERATION,0.0005633450175262895
RICHLAND,REPUBLICAN,0.7427391086629945
RICHLAND,WILLIE WILSON PARTY,0.0033800701051577365
ROCK ISLAND,AMERICAN SOLIDARITY PARTY,0.0008049894298116926
ROCK ISLAND,DEMOCRATIC,0.5505826769284011
ROCK ISLAND,GREEN,0.00645496196989189
ROCK ISLAND,LIBERTARIAN,0.01445971667381377
ROCK ISLAND,PARTY FOR SOCIALISM AND LIBERATION,0.0006620473815273734
ROCK ISLAND,REPUBLICAN,0.42362004498912886
ROCK ISLAND,WILLIE WILSON PARTY,0.0034155626274253127
SALINE,AMERICAN SOLIDARITY PARTY,0.00018299098769385607
SALINE,DEMOCRATIC,0.27608765268310537
SALINE,GREEN,0.004346035957729082
SALINE,LIBERTARIAN,0.01230614392241182
SALINE,PARTY FOR SOCIALISM AND LIBERATION,0.0005032252161581042
SALINE,REPUBLICAN,0.703142870213642
SALINE,WILLIE WILSON PARTY,0.0034310810192598015
SANGAMON,AMERICAN SOLIDARITY PARTY,0.0007892018060763756
SANGAMON,DEMOCRATIC,0.4670639779597459
SANGAMON,GREEN,0.007676781204561108
SANGAMON,LIBERTARIAN,0.013325552919568379
SANGAMON,PARTY FOR SOCIALISM AND LIBERATION,0.000550049743628989
SANGAMON,REPUBLICAN,0.506131858881151
SANGAMON,WILLIE WILSON PARTY,0.004462577485268233
SCHUYLER,AMERICAN SOLIDARITY PARTY,0.0003869969040247678
SCHUYLER,DEMOCRATIC,0.3032765737874097
SCHUYLER,GREEN,0.0042569659442724455
SCHUYLER,LIBERTARIAN,0.014189886480908152
SCHUYLER,PARTY FOR SOCIALISM AND LIBERATION,0.00025799793601651185
SCHUYLER,REPUBLICAN,0.6735036119711042
SCHUYLER,WILLIE WILSON PARTY,0.0041279669762641896
SCOTT,AMERICAN SOLIDARITY PARTY,0.0007382798080472499
SCOTT,DEMOCRATIC,0.23569582871908454
SCOTT,GREEN,0.004245108896271687
SCOTT,LIBERTARIAN,0.009597637504614249
SCOTT,PARTY FOR SOCIALISM AND LIBERATION,0.0009228497600590623
SCOTT,REPUBLICAN,0.7464008859357697
SCOTT,WILLIE WILSON PARTY,0.002399409376153562
SHELBY,AMERICAN SOLIDARITY PARTY,0.00029116925252693315
SHELBY,DEMOCRATIC,0.22565617070837318
SHELBY,GREEN,0.006072958695561749
SHELBY,LIBERTARIAN,0.009733372155900337
SHELBY,PARTY FOR SOCIALISM AND LIBERATION,0.00020797803751923798
SHELBY,REPUBLICAN,0.7538787903997338
SHELBY,WILLIE WILSON PARTY,0.004159560750384759
ST. CLAIR,AMERICAN SOLIDARITY PARTY,0.0007332441938431014
ST. CLAIR,DEMOCRATIC,0.529841470252636
ST. CLAIR,GREEN,0.007273625559245739
ST. CLAIR,LIBERTARIAN,0.013516003936776313
ST. CLAIR,PARTY FOR SOCIALISM AND LIBERATION,0.0005764005160157
ST. CLAIR,REPUBLICAN,0.44327160227580176
ST. CLAIR,WILLIE WILSON PARTY,0.004787653265681427
STARK,AMERICAN SOLIDARITY PARTY,0.0005253940455341507
STARK,DEMOCRATIC,0.2903677758318739
STARK,GREEN,0.007180385288966725
STARK,LIBERTARIAN,0.015411558669001752
STARK,PARTY FOR SOCIALISM AND LIBERATION,0.0003502626970227671
STARK,REPUBLICAN,0.682661996497373
STARK,WILLIE WILSON PARTY,0.0035026269702276708
STEPHENSON,AMERICAN SOLIDARITY PARTY,0.000638613296841145
STEPHENSON,DEMOCRATIC,0.4127722659368229
STEPHENSON,GREEN,0.00604401870224655
STEPHENSON,LIBERTARIAN,0.015144258182232865
STEPHENSON,PARTY FOR SOCIALISM AND LIBERATION,0.0004789599726308587
STEPHENSON,REPUBLICAN,0.5582164442923937
STEPHENSON,WILLIE WILSON PARTY,0.006705439616832022
TAZEWELL,AMERICAN SOLIDARITY PARTY,0.0010764575817525893
TAZEWELL,DEMOCRATIC,0.3651155009891772
TAZEWELL,GREEN,0.006880600488769929
TAZEWELL,LIBERTARIAN,0.01987082509018969
TAZEWELL,PARTY FOR SOCIALISM AND LIBERATION,0.00039276155009891774
TAZEWELL,REPUBLICAN,0.6032671942278599
TAZEWELL,WILLIE WILSON PARTY,0.0033966600721517513
UNION,AMERICAN SOLIDARITY PARTY,0.0007917208618447096
UNION,DEMOCRATIC,0.3212690154385568
UNION,GREEN,0.006729627325680032
UNION,LIBERTARIAN,0.01023581971384946
UNION,PARTY FOR SOCIALISM AND LIBERATION,0.0006220663914494147
UNION,REPUBLICAN,0.6574676242718995
UNION,WILLIE WILSON PARTY,0.002884125996720014
VERMILION,AMERICAN SOLIDARITY PARTY,0.0006199430924033127
VERMILION,DEMOCRATIC,0.3449109030504379
VERMILION,GREEN,0.007073709644089081
VERMILION,LIBERTARIAN,0.011731230825478072
VERMILION,PARTY FOR SOCIALISM AND LIBERATION,0.0003179195345658014
VERMILION,REPUBLICAN,0.6275095773259788
VERMILION,WILLIE WILSON PARTY,0.007836716527047004
WABASH,AMERICAN SOLIDARITY PARTY,0.0005415162454873646
WABASH,DEMOCRATIC,0.22824909747292418
WABASH,GREEN,0.0030685920577617327
WABASH,LIBERTARIAN,0.014620938628158844
WABASH,PARTY FOR SOCIALISM AND LIBERATION,0.0004512635379061372
WABASH,REPUBLICAN,0.7504512635379061
WABASH,WILLIE WILSON PARTY,0.0026173285198555956
WARREN,AMERICAN SOLIDARITY PARTY,0.0003183496752833312
WARREN,DEMOCRATIC,0.39086973131287406
WARREN,GREEN,0.005157264739589966
WARREN,LIBERTARIAN,0.012415637336049917
WARREN,PARTY FOR SOCIALISM AND LIBERATION,0.0003183496752833312
WARREN,REPUBLICAN,0.5875461607029161
WARREN,WILLIE WILSON PARTY,0.003374506558003311
WASHINGTON,AMERICAN SOLIDARITY PARTY,0.0005744191983660965
WASHINGTON,DEMOCRATIC,0.2268955833546081
WASHINGTON,GREEN,0.004978299719172836
WASHINGTON,LIBERTARIAN,0.011743681388817973
WASHINGTON,PARTY FOR SOCIALISM AND LIBERATION,0.00019147306612203217
WASHINGTON,REPUBLICAN,0.7522338524380904
WASHINGTON,WILLIE WILSON PARTY,0.003382690834822568
WAYNE,AMERICAN SOLIDARITY PARTY,0.00041684035014589413
WAYNE,DEMOCRATIC,0.154111832311082
WAYNE,GREEN,0.004406597987256595
WAYNE,LIBERTARIAN,0.010956946346692075
WAYNE,PARTY FOR SOCIALISM AND LIBERATION,0.00017864586434824034
WAYNE,REPUBLICAN,0.8267730602036563
WAYNE,WILLIE WILSON PARTY,0.0031560769368189127
WHITE,AMERICAN SOLIDARITY PARTY,0.0003403675970047651
WHITE,DEMOCRATIC,0.21803948264125256
WHITE,GREEN,0.004560925799863853
WHITE,LIBERTARIAN,0.011572498298162015
WHITE,PARTY FOR SOCIALISM AND LIBERATION,0.0002042205582028591
WHITE,REPUBLICAN,0.7618107556160654
WHITE,WILLIE WILSON PARTY,0.0034717494894486046
WHITESIDE,AMERICAN SOLIDARITY PARTY,0.0006805598984678205
WHITESIDE,DEMOCRATIC,0.45533135909651073
WHITESIDE,GREEN,0.007651700480070631
WHITESIDE,LIBERTARIAN,0.014641234572442843
WHITESIDE,PARTY FOR SOCIALISM AND LIBERATION,0.0004046572369268122
WHITESIDE,REPUBLICAN,0.5155517133555282
WHITESIDE,WILLIE WILSON PARTY,0.005738775360052973
WILL,AMERICAN SOLIDARITY PARTY,0.0006681679823801628
WILL,DEMOCRATIC,0.5226034386631982
WILL,GREEN,0.006702059675116056
WILL,LIBERTARIAN,0.011718414505795884
WILL,PARTY FOR SOCIALISM AND LIBERATION,0.0004643694692358866
WILL,REPUBLICAN,0.4366121117456362
WILL,WILLIE WILSON PARTY,0.021231437958637637
WILLIAMSON,AMERICAN SOLIDARITY PARTY,0.0004792715073088905
WILLIAMSON,DEMOCRATIC,0.3246914689671699
WILLIAMSON,GREEN,0.006589983225497244
WILLIAMSON,LIBERTARIAN,0.01255092259765157
WILLIAMSON,PARTY FOR SOCIALISM AND LIBERATION,0.0003594536304816679
WILLIAMSON,REPUBLICAN,0.6512101605559549
WILLIAMSON,WILLIE WILSON PARTY,0.004118739515935777
WINNEBAGO,AMERICAN SOLIDARITY PARTY,0.0010035537609653007
WINNEBAGO,DEMOCRATIC,0.4928747682971464
WINNEBAGO,GREEN,0.00801662357288752
WINNEBAGO,LIBERTARIAN,0.013845106396376186
WINNEBAGO,PARTY FOR SOCIALISM AND LIBERATION,0.0006808423554784197
WINNEBAGO,REPUBLICAN,0.47751055699201483
WINNEBAGO,WILLIE WILSON PARTY,0.006068548625131348
WOODFORD,AMERICAN SOLIDARITY PARTY,0.0009161596466912542
WOODFORD,DEMOCRATIC,0.29213747092954967
WOODFORD,GREEN,0.005825835702036693
WOODFORD,LIBERTARIAN,0.016138504545561323
WOODFORD,PARTY FOR SOCIALISM AND LIBERATION,0.0003993516408654185
WOODFORD,REPUBLICAN,0.6806126523996335
WOODFORD,WILLIE WILSON PARTY,0.003970025135662102
